utc_timestamp,cet_cest_timestamp,DE_price_day_ahead,DE_solar_generation_actual,DE_wind_generation_actual,DE_wind_onshore_generation_actual,FR_solar_generation_actual,FR_wind_onshore_generation_actual,FR_price_day_ahead,SE_price_day_ahead,SE_wind_generation_actual,DE_generation,FR_generation,SE_generation
2016-12-31T23:00:00Z,2017-01-01T00:00:00+0100,20.96,0,15422,12118,-1,289,58.82,24.03,3658.365248,48811.2449,72916,13936
2017-01-01T00:00:00Z,2017-01-01T01:00:00+0100,20.9,0,15363,12059,-1,359,58.23,24.03,3429.499907,47541.91837,72169,13638
2017-01-01T01:00:00Z,2017-01-01T02:00:00+0100,18.13,0,15080,11781,-1,357,51.95,24.02,3289.951978,45920.71429,69699,13411
2017-01-01T02:00:00Z,2017-01-01T03:00:00+0100,16.03,0,14731,11432,-1,340,47.27,23.19,3053.217234,44541.15306,66467,13252
2017-01-01T03:00:00Z,2017-01-01T04:00:00+0100,16.43,0,14865,11567,-1,384,45.49,24.1,2932.216327,43515.10204,64286,13213
2017-01-01T04:00:00Z,2017-01-01T05:00:00+0100,13.75,0,15254,11964,-1,419,44.5,25.01,2787.192284,42476.16327,63972,13293
2017-01-01T05:00:00Z,2017-01-01T06:00:00+0100,11.1,0,15904,12716,-1,436,44.5,25.62,2661.656405,41107.59184,63816,13514
2017-01-01T06:00:00Z,2017-01-01T07:00:00+0100,15.47,1,15903,13020,-1,509,44.72,25.87,2610.967848,41291.19388,64142,13822
2017-01-01T07:00:00Z,2017-01-01T08:00:00+0100,16.88,274,15816,13155,0,546,44.22,26.18,2553.516911,42070.97959,64358,14190
2017-01-01T08:00:00Z,2017-01-01T09:00:00+0100,21.81,2083,15722,13116,152,592,42.06,25.74,2392.041223,44522.11224,66343,14505
2017-01-01T09:00:00Z,2017-01-01T10:00:00+0100,26.24,4679,14505,12196,624,618,45.7,26.89,2242.969502,46810.26531,68083,15113
2017-01-01T10:00:00Z,2017-01-01T11:00:00+0100,26.42,6830,13300,11130,1078,656,47.91,27.48,2080.413114,49243.47959,69505,15579
2017-01-01T11:00:00Z,2017-01-01T12:00:00+0100,27.66,7926,12236,10284,1355,716,49.57,28.04,1968.189981,50048.34694,71717,15851
2017-01-01T12:00:00Z,2017-01-01T13:00:00+0100,28.7,7084,11020,9593,1439,738,48.69,28.7,2011.355099,49245.28571,69010,16072
2017-01-01T13:00:00Z,2017-01-01T14:00:00+0100,29.66,4635,9829,9044,1257,732,46.91,29.66,2076.25347,48596.67347,66431,16384
2017-01-01T14:00:00Z,2017-01-01T15:00:00+0100,35.33,1661,8994,8546,882,755,46.51,30.38,2106.21164,49147.52041,65325,17134
2017-01-01T15:00:00Z,2017-01-01T16:00:00+0100,44.12,118,9147,8621,352,759,46.52,30.8,2288.168416,51808.19388,65737,17896
2017-01-01T16:00:00Z,2017-01-01T17:00:00+0100,51.59,0,9738,9142,26,790,51.59,30.93,2426.900775,56033.40816,70792,18144
2017-01-01T17:00:00Z,2017-01-01T18:00:00+0100,53.95,0,9876,9120,0,804,59.07,30.78,2659.299589,56680,73789,18040
2017-01-01T18:00:00Z,2017-01-01T19:00:00+0100,50.97,0,10227,9297,-1,810,62.1,30.51,2681.069835,55465.77551,73860,17803
2017-01-01T19:00:00Z,2017-01-01T20:00:00+0100,44.93,0,11094,9511,-1,836,56.26,30.19,2746.729842,53396.04082,71997,17407
2017-01-01T20:00:00Z,2017-01-01T21:00:00+0100,38.83,0,11533,9552,-1,805,55,29.94,2734.912342,52265.79592,69283,16908
2017-01-01T21:00:00Z,2017-01-01T22:00:00+0100,42.17,0,12339,9891,-1,734,56.02,29.65,2613.680794,51970.20408,72515,16327
2017-01-01T22:00:00Z,2017-01-01T23:00:00+0100,33.06,0,12260,9546,-1,648,52,29.36,2545.539694,49268.26531,71234,15794
2017-01-01T23:00:00Z,2017-01-02T00:00:00+0100,30.54,0,12389,9429,-1,568,54.99,29.4,2584.681783,46733.5,66704,15346
2017-01-02T00:00:00Z,2017-01-02T01:00:00+0100,28.91,0,12910,9916,-1,536,50.18,28.91,2515.879582,44939.02041,65627,15213
2017-01-02T01:00:00Z,2017-01-02T02:00:00+0100,28.11,0,12710,10058,-1,464,49.11,28.11,2472.242358,44159.81633,63510,15249
2017-01-02T02:00:00Z,2017-01-02T03:00:00+0100,27.89,0,12694,10296,-1,410,45.78,27.89,2495.696909,44140.05102,61607,15374
2017-01-02T03:00:00Z,2017-01-02T04:00:00+0100,27.73,0,11989,9884,-1,349,44.99,28.26,2586.899519,45307.12245,61921,15691
2017-01-02T04:00:00Z,2017-01-02T05:00:00+0100,31.18,0,11863,9824,-1,326,46.97,30.43,2542.95705,48281.56122,64466,16520
2017-01-02T05:00:00Z,2017-01-02T06:00:00+0100,37.99,0,12128,10080,-1,370,52,32.85,2448.920855,54253.60204,69032,18273
2017-01-02T06:00:00Z,2017-01-02T07:00:00+0100,50.98,0,11925,10256,-1,394,59.07,33.91,2306.418149,60515.26531,73017,19986
2017-01-02T07:00:00Z,2017-01-02T08:00:00+0100,53.88,105,11406,9722,0,367,64.98,34.87,2162.103667,64593.42857,75086,20669
2017-01-02T08:00:00Z,2017-01-02T09:00:00+0100,53.94,774,10518,8482,156,343,65.02,35.22,2027.280802,66833.92857,76987,20903
2017-01-02T09:00:00Z,2017-01-02T10:00:00+0100,53.54,1627,10322,7834,532,342,68.49,35.41,1842.694824,68598.14286,78283,21247
2017-01-02T10:00:00Z,2017-01-02T11:00:00+0100,54.91,2401,9825,7042,936,357,65.99,35.07,1754.31853,70053.29592,79772,21182
2017-01-02T11:00:00Z,2017-01-02T12:00:00+0100,54.08,2868,10077,7215,1238,336,65.75,34.85,1710.828749,70361.97959,80389,21040
2017-01-02T12:00:00Z,2017-01-02T13:00:00+0100,55.67,2528,10096,7533,1396,318,64.98,34.7,1691.203436,69562.03061,78165,21026
2017-01-02T13:00:00Z,2017-01-02T14:00:00+0100,55.98,1572,10510,7809,1210,438,61.19,34.8,1674.859055,68553.32653,76100,21148
2017-01-02T14:00:00Z,2017-01-02T15:00:00+0100,56,556,10562,8052,823,594,59.71,35.93,1725.001042,68198.26531,74947,21876
2017-01-02T15:00:00Z,2017-01-02T16:00:00+0100,57.77,48,11042,8430,390,648,60.96,37.52,1772.103034,69316.40816,75759,22399
2017-01-02T16:00:00Z,2017-01-02T17:00:00+0100,67.66,0,12126,9231,44,750,73.55,38.86,1861.245729,72488.52041,80720,22604
2017-01-02T17:00:00Z,2017-01-02T18:00:00+0100,55.1,0,13440,10409,0,1055,77.42,37.45,1798.928762,72220.58163,83561,22234
2017-01-02T18:00:00Z,2017-01-02T19:00:00+0100,53.92,0,13900,11041,-1,1318,75,35.52,1677.490054,70315.91837,80840,21862
2017-01-02T19:00:00Z,2017-01-02T20:00:00+0100,49.07,0,13906,11050,-1,1386,70.11,35.23,1517.97188,66571.65306,76499,21224
2017-01-02T20:00:00Z,2017-01-02T21:00:00+0100,40.25,0,14249,11539,-1,1415,61.21,34.74,1401.507856,63488.85714,73265,20538
2017-01-02T21:00:00Z,2017-01-02T22:00:00+0100,45.92,0,14722,11942,-1,1272,60.1,32.99,1176.844522,61506.43878,76223,19639
2017-01-02T22:00:00Z,2017-01-02T23:00:00+0100,38.88,0,15678,13025,-1,1216,58.78,30.94,1046.096055,57465.91837,75040,18701
2017-01-02T23:00:00Z,2017-01-03T00:00:00+0100,36.02,0,16501,13971,-1,1180,54.68,30.65,898.986363,54188.73469,70905,18139
2017-01-03T00:00:00Z,2017-01-03T01:00:00+0100,34.98,0,16640,14168,-1,1112,52.74,30.37,812.159066,52117.16327,70035,17776
2017-01-03T01:00:00Z,2017-01-03T02:00:00+0100,33.64,0,17128,14560,-1,1092,49.25,30.15,768.408263,50744.12245,68087,17698
2017-01-03T02:00:00Z,2017-01-03T03:00:00+0100,33.89,0,18205,15536,-1,994,45,30.14,786.082639,50867.91837,66379,17705
2017-01-03T03:00:00Z,2017-01-03T04:00:00+0100,33.5,0,18855,15918,-1,984,45.18,30.4,863.795414,51917.03061,66614,17914
2017-01-03T04:00:00Z,2017-01-03T05:00:00+0100,33.91,0,19734,16674,-1,996,49.25,32.24,1021.18753,54508.35714,70319,18779
2017-01-03T05:00:00Z,2017-01-03T06:00:00+0100,48.13,0,20756,17644,-1,964,57.65,33.5,1200.171602,60019.86735,77734,20403
2017-01-03T06:00:00Z,2017-01-03T07:00:00+0100,54.61,0,22145,18948,-1,1032,70.51,35.8,1422.542414,65824.71429,82904,22139
2017-01-03T07:00:00Z,2017-01-03T08:00:00+0100,57.93,70,22753,19541,0,1113,74.04,36.78,1612.112042,69069.2551,83611,22824
2017-01-03T08:00:00Z,2017-01-03T09:00:00+0100,57.18,538,24081,20844,209,1176,75.32,36.17,1935.516741,70571.10204,84323,22761
2017-01-03T09:00:00Z,2017-01-03T10:00:00+0100,52.27,1166,25909,22670,902,1248,74.65,35.4,2109.956761,72060.52041,84070,22881
2017-01-03T10:00:00Z,2017-01-03T11:00:00+0100,49.94,1817,27726,24466,1656,1102,73.31,34.92,2236.077364,73297.89796,84284,22740
2017-01-03T11:00:00Z,2017-01-03T12:00:00+0100,46.3,2147,29098,25848,2128,957,72.71,34.81,2325.810978,73249.09184,83589,22509
2017-01-03T12:00:00Z,2017-01-03T13:00:00+0100,41.51,1908,30230,26970,2296,1025,71.69,34.09,2622.046831,72536.63265,81605,22458
2017-01-03T13:00:00Z,2017-01-03T14:00:00+0100,37.08,1220,30829,27566,2127,1130,70.51,34.25,2757.161363,71554.16327,79224,22478
2017-01-03T14:00:00Z,2017-01-03T15:00:00+0100,37.03,439,31969,28710,1576,1180,69.94,34.51,3239.447764,71406.73469,78342,22827
2017-01-03T15:00:00Z,2017-01-03T16:00:00+0100,39.08,46,33058,29798,740,1283,71.11,34.94,3580.185912,72467.61224,79187,22771
2017-01-03T16:00:00Z,2017-01-03T17:00:00+0100,42.14,0,33917,30655,88,1490,81.32,34.59,3681.825049,75197.5,84996,22597
2017-01-03T17:00:00Z,2017-01-03T18:00:00+0100,36.67,0,34739,31477,0,1815,137.21,34.06,3936.624646,74552.9898,88273,22048
2017-01-03T18:00:00Z,2017-01-03T19:00:00+0100,36.03,0,35220,31964,-1,2008,90.17,32.93,4051.658866,72710.36735,85175,21390
2017-01-03T19:00:00Z,2017-01-03T20:00:00+0100,33.55,0,35692,32467,-1,2168,74.94,31.8,4103.451068,68702.2551,80385,20645
2017-01-03T20:00:00Z,2017-01-03T21:00:00+0100,24.56,0,35723,32577,-1,2308,71.59,30.51,4121.037244,65393.60204,76907,19855
2017-01-03T21:00:00Z,2017-01-03T22:00:00+0100,17.77,0,34704,31502,-1,2392,68.73,29.27,4202.845678,62993.18367,79390,18882
2017-01-03T22:00:00Z,2017-01-03T23:00:00+0100,9.49,0,34412,31196,-1,2530,67.42,28.46,4120.370014,59059,78360,18023
2017-01-03T23:00:00Z,2017-01-04T00:00:00+0100,8.5,0,32650,29763,-1,2676,62.69,25.93,4045.126156,55925.11224,74062,17357
2017-01-04T00:00:00Z,2017-01-04T01:00:00+0100,-0.05,0,31757,28979,-1,2737,56.04,25.41,4223.022998,53684.11224,73890,17021
2017-01-04T01:00:00Z,2017-01-04T02:00:00+0100,-6.27,0,30978,28438,-1,2776,54.1,25.35,4324.422796,52443.64286,71683,16880
2017-01-04T02:00:00Z,2017-01-04T03:00:00+0100,-5.09,0,30633,27770,-1,2782,52,25.45,4311.960974,52661.47959,69575,16958
2017-01-04T03:00:00Z,2017-01-04T04:00:00+0100,0.06,0,30701,27915,-1,2861,51.36,25.97,4179.315115,53692.67347,69675,17211
2017-01-04T04:00:00Z,2017-01-04T05:00:00+0100,10.55,0,30838,28270,-1,2930,53.02,27.87,4083.308438,56178.08163,73305,18049
2017-01-04T05:00:00Z,2017-01-04T06:00:00+0100,10.98,0,31701,29012,-1,2955,62.4,28.92,4053.167209,61957.68367,80212,19635
2017-01-04T06:00:00Z,2017-01-04T07:00:00+0100,31.63,0,32627,29945,-1,3018,72.32,30.65,3948.818272,67740.26531,85291,21110
2017-01-04T07:00:00Z,2017-01-04T08:00:00+0100,34.94,49,33379,30533,1,3132,73.01,32.13,3903.107352,70915.40816,85946,21870
2017-01-04T08:00:00Z,2017-01-04T09:00:00+0100,33.27,675,32921,29921,227,3116,73,33.27,3784.714312,72144.5102,86270,22021
2017-01-04T09:00:00Z,2017-01-04T10:00:00+0100,33.52,1747,32260,29219,878,3162,72.85,33.52,3620.730431,73482.06122,86134,22401
2017-01-04T10:00:00Z,2017-01-04T11:00:00+0100,34.81,2619,32198,29281,1552,3307,72.51,33.93,3551.547147,74765.56122,86321,22743
2017-01-04T11:00:00Z,2017-01-04T12:00:00+0100,35.08,2968,32234,29150,1937,3411,71.72,33.93,3392.481461,74743.2449,85692,22832
2017-01-04T12:00:00Z,2017-01-04T13:00:00+0100,35.88,2560,31422,28291,2026,3368,71.59,33.94,3275.757404,73841.14286,83603,22888
2017-01-04T13:00:00Z,2017-01-04T14:00:00+0100,36.03,1596,30136,27240,1896,3443,69,34.15,3138.360643,72713.43878,80945,23142
2017-01-04T14:00:00Z,2017-01-04T15:00:00+0100,36.17,556,29088,26168,1442,3592,67.13,35.3,3153.614865,72068.90816,79728,23661
2017-01-04T15:00:00Z,2017-01-04T16:00:00+0100,36.58,44,27927,24801,668,3628,68.26,36.28,3159.424568,72696.4898,79852,23983
2017-01-04T16:00:00Z,2017-01-04T17:00:00+0100,46.95,0,26062,23007,76,3543,72.15,36.81,3149.165761,75200.89796,84728,24097
2017-01-04T17:00:00Z,2017-01-04T18:00:00+0100,49.45,0,25478,22574,0,3551,76.8,35.55,3131.24696,74607.26531,87584,23743
2017-01-04T18:00:00Z,2017-01-04T19:00:00+0100,48.37,0,25132,22304,-1,3517,76.16,34.5,2986.478697,72629.9898,84146,23319
2017-01-04T19:00:00Z,2017-01-04T20:00:00+0100,38.02,0,23856,20754,-1,3448,72.48,33.89,2938.409497,68673.7449,79385,22817
2017-01-04T20:00:00Z,2017-01-04T21:00:00+0100,34.55,0,23136,19983,-1,3451,66.16,33.02,2821.058275,65667.61224,75943,22104
2017-01-04T21:00:00Z,2017-01-04T22:00:00+0100,33.33,0,21622,18448,-1,3372,64.98,32.33,2687.935891,63302.2551,78254,21382
2017-01-04T22:00:00Z,2017-01-04T23:00:00+0100,32.05,0,20924,17849,-1,3269,61.95,30.44,2626.018007,59304.28571,77369,20599
2017-01-04T23:00:00Z,2017-01-05T00:00:00+0100,36.07,0,19568,16746,-1,3134,51.22,30.51,2595.736328,56153.97959,72971,20029
2017-01-05T00:00:00Z,2017-01-05T01:00:00+0100,36.32,0,18151,15566,-1,3096,48.41,30.23,2614.291879,53951.42857,72577,19893
2017-01-05T01:00:00Z,2017-01-05T02:00:00+0100,30.99,0,17270,14673,-1,3074,50,30,2570.405517,53049.38776,70095,19877
2017-01-05T02:00:00Z,2017-01-05T03:00:00+0100,30.97,0,16276,13704,-1,2981,47.46,30.06,2507.922628,53028.17347,67828,20046
2017-01-05T03:00:00Z,2017-01-05T04:00:00+0100,35.64,0,15572,13176,-1,2782,42.34,30.61,2423.256377,54071.41837,68301,20377
2017-01-05T04:00:00Z,2017-01-05T05:00:00+0100,35.73,0,14819,12388,-1,2646,45.18,32.45,2286.869775,56608.5,71878,21272
2017-01-05T05:00:00Z,2017-01-05T06:00:00+0100,39.03,0,13865,11621,-1,2512,54.09,34.87,2319.871803,62141.13265,79329,23005
2017-01-05T06:00:00Z,2017-01-05T07:00:00+0100,51.7,0,13474,11257,-1,2310,66.21,42.07,2276.767498,67754.27551,84225,24499
2017-01-05T07:00:00Z,2017-01-05T08:00:00+0100,57.98,116,13034,10720,2,2182,69.7,43.38,2202.617234,70481.53061,84291,25418
2017-01-05T08:00:00Z,2017-01-05T09:00:00+0100,54.11,1267,12300,10074,214,2034,72.6,42.04,2048.942105,71156,84406,25608
2017-01-05T09:00:00Z,2017-01-05T10:00:00+0100,53.13,2991,11856,9734,863,1895,73.03,43.04,1767.052701,71866.71429,83493,25793
2017-01-05T10:00:00Z,2017-01-05T11:00:00+0100,50.06,4276,11987,10279,1572,1692,72.6,44.54,1585.172474,72741.26531,83020,25621
2017-01-05T11:00:00Z,2017-01-05T12:00:00+0100,49.97,4453,12074,10844,2132,1459,72.54,44.56,1452.025302,72773.34694,81747,25320
2017-01-05T12:00:00Z,2017-01-05T13:00:00+0100,48.84,3876,11062,10180,2436,1416,71.51,44.66,1346.871446,71689.46939,79415,24922
2017-01-05T13:00:00Z,2017-01-05T14:00:00+0100,50.99,2642,9947,9296,2374,1440,71.1,44.99,1194.133189,70638.87755,76957,24967
2017-01-05T14:00:00Z,2017-01-05T15:00:00+0100,57.48,1079,9464,8877,1832,1438,70.51,56.1,1104.470401,70201.96939,76136,25407
2017-01-05T15:00:00Z,2017-01-05T16:00:00+0100,69.7,97,8888,8322,885,1438,69.7,69.7,1124.780932,71152.29592,76970,26013
2017-01-05T16:00:00Z,2017-01-05T17:00:00+0100,73.92,0,8612,8060,111,1676,74.31,73.92,1141.440396,74807.45918,83202,26224
2017-01-05T17:00:00Z,2017-01-05T18:00:00+0100,73.76,0,8174,7710,-1,1850,96.93,71.99,1201.857003,74541.78571,87254,25949
2017-01-05T18:00:00Z,2017-01-05T19:00:00+0100,65.15,0,7375,6996,-1,2074,89.53,50.08,1225.621364,72631.09184,84390,25495
2017-01-05T19:00:00Z,2017-01-05T20:00:00+0100,64.24,0,6753,6481,-1,2116,73.69,44.89,1370.351572,69194.71429,80110,24810
2017-01-05T20:00:00Z,2017-01-05T21:00:00+0100,43.09,0,6172,5967,-1,2108,71.68,42.05,1555.505967,66537.07143,76856,24013
2017-01-05T21:00:00Z,2017-01-05T22:00:00+0100,53.11,0,5452,5328,-1,2146,66.76,37.22,1863.079253,64658.78571,80182,23238
2017-01-05T22:00:00Z,2017-01-05T23:00:00+0100,37.08,0,4957,4822,-1,2262,69.2,34.65,2183.201064,61196.73469,78935,22481
2017-01-05T23:00:00Z,2017-01-06T00:00:00+0100,40.84,0,4224,4014,-1,2291,59.58,35.84,2407.445462,58871.23469,75007,21972
2017-01-06T00:00:00Z,2017-01-06T01:00:00+0100,41.15,0,3849,3558,-1,2288,53.98,35.54,2631.663257,56820.92857,75301,21714
2017-01-06T01:00:00Z,2017-01-06T02:00:00+0100,43.77,0,3637,3268,-1,2268,52.11,34.59,2685.301603,55366.5102,73434,21435
2017-01-06T02:00:00Z,2017-01-06T03:00:00+0100,39.97,0,3555,3141,-1,2164,48.14,34.28,2769.525526,54865.97959,71503,21371
2017-01-06T03:00:00Z,2017-01-06T04:00:00+0100,40.81,0,3613,3050,-1,1892,46.74,34.16,2899.940988,55174.35714,71991,21502
2017-01-06T04:00:00Z,2017-01-06T05:00:00+0100,43.04,0,3420,2778,-1,1692,48.41,32.59,2890.896559,56496.33673,75961,21796
2017-01-06T05:00:00Z,2017-01-06T06:00:00+0100,45.37,0,3408,2574,-1,1608,53.29,34.32,3061.504785,59773.65306,83300,22578
2017-01-06T06:00:00Z,2017-01-06T07:00:00+0100,49.49,0,3684,2576,0,1588,73.28,37.55,3245.751762,64302.55102,88810,23250
2017-01-06T07:00:00Z,2017-01-06T08:00:00+0100,59.92,130,3519,2421,4,1580,86.03,40.12,3475.485364,66725.54082,89215,23795
2017-01-06T08:00:00Z,2017-01-06T09:00:00+0100,60,1675,3097,1938,304,1606,76.14,34.05,3603.512414,67836.15306,89118,24083
2017-01-06T09:00:00Z,2017-01-06T10:00:00+0100,60.04,4064,2724,1379,1317,1418,72.86,40.56,3661.242701,68493.38776,87596,24266
2017-01-06T10:00:00Z,2017-01-06T11:00:00+0100,57.7,6262,2534,960,2418,1102,75.08,40.01,3638.847506,69174.36735,86599,24193
2017-01-06T11:00:00Z,2017-01-06T12:00:00+0100,52.86,7288,2818,1056,3030,946,79.99,34.35,3517.028803,68743.35714,85060,23874
2017-01-06T12:00:00Z,2017-01-06T13:00:00+0100,50.05,6842,3112,1186,3167,870,84.9,35.15,3517.503562,67185.66327,82036,23518
2017-01-06T13:00:00Z,2017-01-06T14:00:00+0100,50.94,4852,3242,1248,2946,882,70.99,34.28,3512.945131,65894.85714,79203,23479
2017-01-06T14:00:00Z,2017-01-06T15:00:00+0100,54.04,2046,3585,1402,2204,834,68.53,34.85,3609.739438,65812.44898,78005,23898
2017-01-06T15:00:00Z,2017-01-06T16:00:00+0100,57.52,182,4131,1816,1046,946,65.62,39.96,3789.19653,67610.28571,79009,24395
2017-01-06T16:00:00Z,2017-01-06T17:00:00+0100,64.91,0,5008,2736,136,1226,66.21,39.64,3948.38847,71897.88776,85921,24430
2017-01-06T17:00:00Z,2017-01-06T18:00:00+0100,59.92,0,6237,3695,0,1519,71.01,35.99,4096.471268,72064.88776,88732,23887
2017-01-06T18:00:00Z,2017-01-06T19:00:00+0100,57.99,0,7407,4582,0,1936,169.32,33.75,4238.010895,70344.67347,86609,23172
2017-01-06T19:00:00Z,2017-01-06T20:00:00+0100,43.68,0,7917,5030,-1,2092,107.85,32.13,4363.279614,67150.64286,82638,22371
2017-01-06T20:00:00Z,2017-01-06T21:00:00+0100,38.46,0,8026,5118,-1,2145,85.17,31.56,4534.854857,64852.07143,79635,21540
2017-01-06T21:00:00Z,2017-01-06T22:00:00+0100,40.94,0,8488,5536,-1,2087,78.07,30.18,4702.558552,63926.12245,82854,20686
2017-01-06T22:00:00Z,2017-01-06T23:00:00+0100,35.89,0,9002,6044,-1,2045,78.57,29.01,4810.73464,61393.42857,81970,19870
2017-01-06T23:00:00Z,2017-01-07T00:00:00+0100,36.83,0,9710,6650,-1,1954,106.13,29.35,4799.915631,58663.17347,77864,19275
2017-01-07T00:00:00Z,2017-01-07T01:00:00+0100,34.37,0,10204,7119,-1,1840,66,28.88,4757.907041,56349.88776,77761,18795
2017-01-07T01:00:00Z,2017-01-07T02:00:00+0100,33.84,0,10708,7596,-1,1661,60,28.28,4708.655964,54525.97959,74989,18508
2017-01-07T02:00:00Z,2017-01-07T03:00:00+0100,33.83,0,11015,7868,-1,1638,55.95,27.84,4605.129775,53465.27551,72746,18376
2017-01-07T03:00:00Z,2017-01-07T04:00:00+0100,33.62,0,11440,8273,-1,1688,52,28.04,4644.45106,52844.33673,71883,18400
2017-01-07T04:00:00Z,2017-01-07T05:00:00+0100,32.96,0,12010,8892,-1,1720,50.78,28.64,4525.512559,52633.9898,73135,18500
2017-01-07T05:00:00Z,2017-01-07T06:00:00+0100,30.07,0,12347,9450,-1,1664,50.74,29.1,4235.152866,52569.59184,74991,18869
2017-01-07T06:00:00Z,2017-01-07T07:00:00+0100,33.58,0,12438,9679,0,1686,54.08,29.49,4048.828496,55381.36735,78247,19374
2017-01-07T07:00:00Z,2017-01-07T08:00:00+0100,36.02,93,12838,10341,4,1782,56.28,29.97,3590.936284,59256.91837,80496,19966
2017-01-07T08:00:00Z,2017-01-07T09:00:00+0100,36.86,657,12897,10570,304,1787,61.28,30.72,3341.295904,62621.32653,82776,20507
2017-01-07T09:00:00Z,2017-01-07T10:00:00+0100,36.43,1372,12279,10322,1222,1586,67.2,31.47,3139.734044,64592.7551,82741,20931
2017-01-07T10:00:00Z,2017-01-07T11:00:00+0100,39.01,1773,11919,9967,2166,1440,73.48,31.9,2934.658265,65747.33673,82840,21037
2017-01-07T11:00:00Z,2017-01-07T12:00:00+0100,39.5,1786,10919,9232,2689,1420,70.69,31.52,2707.704185,65542,83555,20905
2017-01-07T12:00:00Z,2017-01-07T13:00:00+0100,39.02,1475,10527,8952,2796,1279,70.69,31.32,2637.426604,64124.13265,79762,20768
2017-01-07T13:00:00Z,2017-01-07T14:00:00+0100,38.6,876,10544,8652,2564,1193,63.73,31.85,2580.146613,63065,76756,20716
2017-01-07T14:00:00Z,2017-01-07T15:00:00+0100,39.28,326,10686,8503,1926,1184,55.09,32.83,2564.331913,62953.56122,75097,21132
2017-01-07T15:00:00Z,2017-01-07T16:00:00+0100,46.95,29,10682,8488,930,1260,53.26,34.62,2480.296909,64357.95918,75149,21881
2017-01-07T16:00:00Z,2017-01-07T17:00:00+0100,57.01,0,10099,7978,122,1255,59.08,35.22,2572.021314,67388.93878,80222,21969
2017-01-07T17:00:00Z,2017-01-07T18:00:00+0100,54.02,0,9480,7381,0,1490,69.99,34.28,2581.093607,67218.2449,82696,21614
2017-01-07T18:00:00Z,2017-01-07T19:00:00+0100,46.92,0,8842,6575,0,1562,76.52,33.35,2536.385233,65056.4898,80996,21159
2017-01-07T19:00:00Z,2017-01-07T20:00:00+0100,38.12,0,8712,6486,-1,1492,78.28,32.67,2314.159651,61533.80612,77825,20588
2017-01-07T20:00:00Z,2017-01-07T21:00:00+0100,35.09,0,8937,6633,-1,1444,68.23,32.55,2193.162268,59318.89796,74960,20061
2017-01-07T21:00:00Z,2017-01-07T22:00:00+0100,38.1,0,8330,6166,-1,1414,60,31.84,2008.815711,58831.94898,78732,19382
2017-01-07T22:00:00Z,2017-01-07T23:00:00+0100,34.53,0,7732,5935,-1,1389,61.19,30.6,1802.614428,56247.34694,78152,18750
2017-01-07T23:00:00Z,2017-01-08T00:00:00+0100,33.86,0,6722,5344,-1,1366,66.09,30.75,1593.94436,53187.03061,73756,18255
2017-01-08T00:00:00Z,2017-01-08T01:00:00+0100,34.14,0,5858,4786,-1,1342,69.2,30.64,1411.305541,50705.4898,72672,17973
2017-01-08T01:00:00Z,2017-01-08T02:00:00+0100,33.96,0,4800,4054,-1,1200,61.07,30.53,1416.268009,49299.87755,69227,17853
2017-01-08T02:00:00Z,2017-01-08T03:00:00+0100,35.01,0,3981,3388,-1,1122,55.47,30.54,1625.016447,48529.16327,66422,17801
2017-01-08T03:00:00Z,2017-01-08T04:00:00+0100,36.07,0,3470,3100,-1,1072,50.22,30.63,1766.807719,48193.43878,64969,17921
2017-01-08T04:00:00Z,2017-01-08T05:00:00+0100,36.07,0,2952,2746,-1,1092,47.99,30.7,1972.316984,47588.32653,65319,18195
2017-01-08T05:00:00Z,2017-01-08T06:00:00+0100,36.01,0,2627,2548,-1,1108,48,30.77,2395.430217,46789.84694,65965,18597
2017-01-08T06:00:00Z,2017-01-08T07:00:00+0100,35.37,0,2240,2172,0,1148,47.15,30.58,2714.76794,48588.52041,67335,19175
2017-01-08T07:00:00Z,2017-01-08T08:00:00+0100,37.29,23,1608,1567,3,1178,50.13,30.75,2887.304789,51483.03061,68882,19703
2017-01-08T08:00:00Z,2017-01-08T09:00:00+0100,39.15,239,1234,1204,105,1140,51.3,31.09,2913.227825,55121.17347,71720,20221
2017-01-08T09:00:00Z,2017-01-08T10:00:00+0100,41.25,619,990,927,521,1120,54,32.71,2982.625004,57916.72449,73676,20692
2017-01-08T10:00:00Z,2017-01-08T11:00:00+0100,51.93,966,775,752,875,1074,58.07,32.12,3140.325289,60448.72449,74916,20933
2017-01-08T11:00:00Z,2017-01-08T12:00:00+0100,45.37,1114,625,606,1191,1004,61.28,32.62,3318.577264,60414.89796,75892,20890
2017-01-08T12:00:00Z,2017-01-08T13:00:00+0100,40.53,1016,495,467,1346,971,67.1,32.39,3499.508067,58704.33673,71581,20856
2017-01-08T13:00:00Z,2017-01-08T14:00:00+0100,39.73,710,349,323,1288,970,64.6,31.92,3538.367869,57561.28571,68557,20817
2017-01-08T14:00:00Z,2017-01-08T15:00:00+0100,42.75,279,284,271,1086,934,54.74,32.01,3587.21576,57208.30612,66896,21118
2017-01-08T15:00:00Z,2017-01-08T16:00:00+0100,53.87,25,287,250,524,916,53,32.61,3648.073594,58796.38776,66653,21673
2017-01-08T16:00:00Z,2017-01-08T17:00:00+0100,60.95,0,394,271,69,912,54.08,32.7,3699.162324,63005.84694,71452,21791
